#序号	通用名	剂型	单位	规格	售价	供应商名称	生产日期	库存数量
1475	氧氟沙星片	片剂	盒	0.1g*20S	4.5	浙江得恩德制药	12/3/25	13
1476	恩德(铝碳酸镁咀嚼片)	片剂	盒	0.5g*20S	15	浙江得思德制芭	12/3/24	18
1477	维生素AD滴剂（贝特令）	滴剂	盒	12s*2板	16.5	浙江海力生制药	12/3/18	12
1478	蒙脱石散（肯特令）	颗粒剂	盒	3g10*	15.5	浙江海力生制药	12/3/26	19
1479	金奥康(奥美拉唑)	胶囊剂	盒	3s	18.5	浙江金华康恩贝生物	12/3/30	11
1480	怡瑞	片剂	盒	5mg*10s	7	浙江京新药业	12/3/18	18
1481	普乐安胶囊	胶囊剂	瓶	60s	9.2	浙江康恩贝制药	12/3/19	8
1482	普乐安片（康恩贝）	片剂	瓶	60s	9.6	浙江康恩贝制药	12/3/29	8
1483	伊能净(妇炎灵泡腾片)	片剂	盒	14s	26	浙江南洋药业	12/3/19	17
1484	富马酸酮替芬片	片剂	瓶	100s	2.8	浙江南洋药业	12/3/31	17
1485	乙酰吉他霉素颗粒剂	颗粒剂	盒	0.1g*12	13	浙江瑞邦药业	12/3/16	9
1486	后定诺	片剂	盒	10mg	12	浙江省仙琚制药	12/3/30	8
1487	胆乐胶囊	胶囊剂	瓶	80s	8.8	浙江省永宁药业	12/3/31	16
1488	乌灵胶囊	胶囊剂	盒	18s	19	浙江省佐力药业	12/3/26	19
1489	小儿肠胃康颗粒	颗粒剂	盒	5g*6s	12	浙江泰康药业新佘	12/3/31	10
1490	盐酸溴已新片（必漱平）	片剂	瓶	8mg*100s	2	浙江万邦药业	12/3/22	14
1491	酚麻美软胶囊（灵诺）	胶囊剂	盒	12s	11	浙江万联药业	12/3/31	17
1492	醋酸泼尼松片	片剂	瓶	5mg*100s	2.5	浙江仙琚	12/3/16	14
1493	醋酸地塞米松片	片剂	瓶	0.75mg*100s	2.3	浙江仙琚制药	12/3/27	6
1494	盐酸环丙沙星片	片剂	盒	0.25g*10s	1.8	浙江亚太药业	12/3/24	6
1495	头孢泊肟酯胶囊	胶囊剂	盒	6s	18.5	浙江亚太药业	12/3/24	20
1496	氯唑沙宗片	片剂	盒	0.2g*24s	3	浙江亚太药业	12/3/17	16
1497	盐酸环丙沙星胶囊	胶囊剂	盒	0.25g*10s	1.8	浙江医药新昌制药厂	12/3/23	16
1498	联苯双酯滴丸	片剂	瓶	1.5mg*250s	3.5	浙江医药新昌制药厂	12/3/21	17
1499	琥乙红霉素片	片剂	盒	0.125g*24s	5.5	浙江震元制药	12/3/22	10
1500	尿感宁颗粒	颗粒剂	盒	5g*6s	10.5	正大青春宝药业	12/3/17	14
1501	养胃颗粒(无糖型)	颗粒剂	盒	5g*6袋	8.8	正大青春宝药业	12/3/18	12
1502	百消丹	丸剂	盒	40g	58	郑州市康寿堂	12/3/24	9
1503	洁肤爽	软膏	支	10g	13.5	郑州永信医药科技开发	12/3/19	6
1504	痔疮康	软膏	支	15g	12	郑州永信医药科技开发	12/3/22	12
1505	行无忧	片剂	盒	2S	8	郑州珍草堂生物科技	12/3/21	7
1506	依诺沙星胶囊	胶囊剂	盒	0。2g*8s	11.5	郑州卓峰制药厂	12/3/27	14
1507	盐酸洛美沙星滴耳液	滴剂	盒	5ml	3.5	郑州卓峰制药厂	12/3/22	11
1508	冠心丹参滴丸	丸剂	盒	40mg*100s	18	中发实业业锐药业	12/3/24	6
1509	冬凌草含片	片剂	盒	0.6g*36s	6.5	中国本草堂	12/3/24	12
1510	双氯芬酸钠缓释胶囊	胶囊剂	盒	20‘s	17.8	中国药科大学制药	12/3/17	14
1511	暖明舒乐片	片剂	盒	90s	15	中美盒资昆明生达	12/3/20	9
1512	先锋6胶囊(泛捷复)	胶囊剂	盒	0.25*24	24	中美上海施贵宝制药	12/3/23	8
1513	格华止（盐酸二甲双胍片）	片剂	盒	0.85g*20S	35.8	中美上海施贵宝制药	12/3/28	14
1514	福辛普利钠片	片剂	盒	10mg*14s	39.5	中美上海施贵宝制药	12/3/28	9
1515	米可定泡腾片	片剂	盒	10万u 14‘s	15	中美上海施贵宝制药	12/3/26	15
1516	开博通(卡托普利)片	片剂	盒	12.5mg×20‘s	26.5	中美上海施贵宝制药	12/3/30	8
1517	日夜百服咛	片剂	盒	12片	9.8	中美上海施贵宝制药	12/3/22	16
1518	儿童百服咛退热镇痛液	口服液	瓶	60ml	7.4	中美上海施贵定制药	12/3/25	15
1519	新康泰克(美扑伪麻片)	片剂	盒	10S	9.5	中美史克制药	12/3/31	12
1520	新康泰克	胶囊剂	盒	10‘s	10.3	中美天当史克制药	12/3/21	10
1521	芬必得(布洛芬缓释胶囊)	胶囊剂	盒	0.3G*20S	12.8	中美天津史克制药	12/3/21	17
1522	史克肠虫清	片剂	盒	0.2G*10s	9.7	中美天津史克制药	12/3/24	12
1523	西咪替丁片(泰胃美)	片剂	盒	0.4g*20	29.5	中美天津史克制药	12/3/23	12
1524	芬必得	胶囊剂	盒	0.3g*10s	7.5	中美天津史克制药	12/3/16	15
1525	必理通(对乙酰氨基酚片)	片剂	盒	10s	3.8	中美天津史克制药	12/3/29	19
1526	盐酸雷尼替丁片	片剂	盒	0.15g*20s	7	中诺药业	12/3/25	12
1527	银翘解毒颗粒	颗粒剂	包	15克*10袋	4.5	中山市恒生药业	12/3/25	15
1528	感冒灵胶囊	胶囊剂	盒	12s	9	杨凌华成盛生物制药	12/3/19	13
1529	力欣克舒	片剂	盒	12s	9.5	重庆迪康长江制药	12/3/30	17
1530	妇炎康复片	片剂	盒	30s	9	重庆东田药业	12/3/16	18
1531	坎地沙坦酯片	片剂	盒	4mg*14s	16.5	重庆对华曦药业	12/3/24	8
1532	维胺酯胶囊	胶囊剂	盒	25mg×20‘s	20.5	重庆华邦制药	12/3/29	11
1533	迪皿 (盐酸左西替利嗪片)	片剂	盒	5mg*9s	15.5	重庆华邦制药	12/3/23	14
1534	铝碳酸镁片(威地美)	片剂	盒	0.5g*24	17	重庆华森制药	12/3/17	11
1535	捷安（铝镁司片）	片剂	盒	10S	12	重庆泰平药业	12/3/22	5
1536	鼻炎胶囊	胶囊剂	盒	0.5g*36s	88	重庆希尔安药业	12/3/29	9
1537	盆炎净胶囊	胶囊剂	盒	30s	21.8	重庆希尔安药业	12/3/26	11
1538	脑白金	口服液	盒	250ml*2瓶	125	珠海康奇	12/3/18	20
1539	联邦阿莫西林颗粒	颗粒剂	盒	0.125g*12s	9.8	珠海联邦	12/3/28	9
1540	阿昔洛韦片（阿思乐）	片剂	盒	0.1g*24	9.8	珠海联邦制药	12/3/20	10
1541	头孢呋辛酯片	片剂	盒	0.25g*6s	16.5	珠海联邦制药	12/3/28	15
1542	盐酸头孢他美酯片	片剂	盒	6s	32	珠海联邦制药	12/3/23	11
1543	安必仙胶囊@	胶囊剂	盒	250mg×24‘s	15.5	珠海联邦制药中山分	12/3/20	10
1544	氢溴酸右美沙芬口服溶液	口服液	瓶	120ml	12.8	珠海联邦制药中山分	12/3/25	17
1545	大豆异黄酮片	片剂	瓶	350mg*180s	168	珠海赛马普生物科技	12/3/21	12
1546	冬虫夏草胶囊	胶囊剂	瓶	500mg*100s	168	珠海赛普生物科技	12/3/25	18
1547	妇科千金片	片剂	盒	108‘s	16	株洲千金药业	12/3/23	14
1548	胃仙-U片(维仙优)	片剂	瓶	30‘s	32.5	滋贺县制药株式会社	12/3/17	9
